text,emotion
"ngejawabin pertanyaan2 seputar hal yg aku duka dan aku tau bikin aku seneng karna merasa berguna. soalnya di mata mama aing, aing ga guna karna katanya gabisa apapa.",sedih
"Pernah dan di Tilang. Habis itu ngakuin kesalahan. Awalnya sih sedikit gugup , panik dan berat mengakui kesalahan. Tapi pas sudah ngakuin rasanya lega.",senang
yaudah murka aja siapa tau bsk kiamat,marah
"Terkejut aq. Ingat mak aq main twitter marah aq jerit ""TENGOK WHATSAPP!"".",terkejut
"Bang ko ganteng2 rokoknya filter si,ayoo laa ganti rokoknyaa janga bikin malu kalee",jijik
Belum ketemu aslinya sudah terpesona. Gmn klo ketemu aslinya?,terkejut
"Dikira semua jokes dia lucu kali yaaa, dikira semua org bakal fine2 aja sm jokes dia. Dia gatau kl dia ngmg gt kali ada sahabat dekatnya yg tersinggung. Itulah mengapa harus mikir dulu sblm ngomong/ngetweet.",marah
semua orang murka. azab buat tukang selingkuh sama selingkuhan,marah
Gawe gugup secuil sih,takut
Pergi sm aku ga di giniin kecewa!,sedih
saya bangga jadi kawan acap,senang
Aku kecewa aisah ga pulang pulangang,sedih
Saya rasa sekarang lebih tepat nya jangan sebar isu isu yg tdk penting. (Sedikit kecewa dgn media sekarang. Karena uang jauh lebih hijau ketimbang berita yg akurat) Jauhi virusnya bukan orangnya. Cari solusinya bukan menyalahkan. Ikuti saran ahli untuk atasi penyebaran.,terkejut
"Jika kau ingin senang carilah hal-hal yg bisa membuatmu senang, cari teman yg bisa di ajak bersenang-senang. Ingat, jangan gunakan hati seseorang hanya untuk bersenang-senang.",senang
kalau banyak pengunjung dan sering datang di sungai ini orang2 ini yg membawa truk suka takut kalau banyak orang yg datang biasanya langusung pergi,takut
"sumpah penat, tapi aku selalu pegang yang jalan kita semua dah tertulis, tinggal nak lalu je",jijik
Takut gak punya duit,takut
"kau kaya senang la sembang lehnet , yang miskin ni banyak benda lagi nk pakai duit",takut
"Aing udah biasa liat maneh ngeluh, tapi ga ada muak males sih, cuma kalo udah kearah arah yg bodoh aing suka kesel dan marahin wkwkw tapi ku tetap sayang teman temanku uuuuu",senang
Terkejut petir lagi lepas tu suara kakaknya lagi,terkejut
"Baru beberapa minit dan aku terkejut anime dorohedoro lagi better dari anime berserk. Dari segi artwork, design dan colour. Much better dari manga kot.",terkejut
Aku kok sedih ya nonton film ini jadi cemas,sedih
MAKHLUKASTRALDARIMANAIIHSEREM JIJIK BEUT,jijik
Ebusehhh ngeri mbak,takut
Kamu benci sama aku itu hak mu. Namun aku akan mencoba mendoakanmu. Walau itu susah,marah
"gak heran sih ref, s3 halu mah beda:"")",terkejut
Wow abis april mop tbtb bighit drop mv baru gimana? Niatnya ngerjain bangtan sonyeondan gataunya kt yg terkejut,terkejut
Hei coba dengarkanlah harapan aku ini semoga kau dan aku selalu menjadi teman hidupmu dalam suka maupun duka gigigitch dan CiGi,senang
malah sekarang dia tuh kayak.... yang paling ganteng gitu... top list....goblok malu gue pdhl dulu w bilang dia b aja,jijik
advisor kantor aku baru pulang dr china kemarin. Usia udah 60an. Awalnya biasa aja soalnya jarang papasan. Lah hari ini malah papasan dan dia nyapa terus ngajak ngobrol. Mau pasang masker takut dia tersinggung. Bingung,terkejut
Januari penuh duka ampun,sedih
Amboi terkejut ambo nengoknyaaa,terkejut
Susah emang kalo punya temen yang sifatnya over. Apaapa dijadiin biang bercandaan ga peduli itu ngejatohin harga diri temen. Yang penting dia puas.wkwkk,terkejut
"Saya cm ngingetin aja kok bkn salty atau ngejudge,maaf ya klo tersinggung atas ucapan saya.",sedih
"Risih bgt dia pake kata ""mengasih""",jijik
Malu tau,jijik
Kutipan sepagi ini : menuliskan identitasnya dalam lambang-lambang itu dan selalu dengan bangga bercerita bahwa aku bagian dari sejarah kota.,senang
"Dulu banget suka gini, bangun2 malu pisan terus konfirmasi salah kirim wkwk",sedih
Kecewa cursed crown di rewrite padahal ningguin chap selanjutnya... Tiny toes juga begitu,sedih
ini apasih? aku yg sengsara kok kalian sibuk sendiri,sedih
Aku bangga sekaliii caaaa hehehe semoga dilancarkan rejekinya sohibkuh,senang
"Sabar ya mas wkwkwk aku gemes sendiri bacanya. Aku paham kok maksud masnya. Aku sendiri juga suka kpop, cowokku sering ngatain group yg aku suka. Oh jelas aku tersinggung. Tapi karena udah kebal lama2 mencoba utk biasa aja.",senang
"stan kpop di jamanku dlu beda sama yg sekarang. aku bsa beli album sendiri baru tahun 2014 an alias waktu aku hampir lulus kuliah dan mulai bisa nabung. waktu itu juga hampir nonton SS5 di jkt 2013, udah nabung tp ga diijinin. sedih bgt pokoknya, jaman sengsara.",sedih
ohm lambat sangat buka langkah kami penat tunggu so,jijik
Kesal w njir,marah
Somehow Uchitama ep 6 buat crossover Division Rap Battle dahlah Saito Soma pun ada dalam Division Rap Battle Paling terkejut masa Kaji Yuki rap nak terkoyak mask aku sebab fangirling XD,terkejut
"Duduk anteng depan tv kalo icil udah mulai, bacain cerbung tentang rio ify, terpesona sama unyu ganteng keren nya Ray kalo lagi main drum omaygatttt",terkejut
"Rakyat Sengsara, Maling Berkuasa",marah
"Dulu gua pernah gak suka banget sama ras lain. Gue dulu pernah BENCI sama lgbt. Tapi sekarang, gue malah suka sama orang yg rasnya chinese. Gue malah jadi part of lgbt. I MEAN, WOOOOI ITU TUH MASA LALU KNP SIH KUDU DIMASALAHIN.",marah
"Rey, 2010, Rey. Gue pernah sehomophobic itu pas masih SD/SMP karena buat gue hal itu jijik. Tapi lama kelamaan ya menganggap itu a new normal apalagi punya temen-temen yang gay/lesbian juga. Udah lama bgt Rey. Yang lama, yang lalu.",jijik
Bukan apa sebab naik muak tgk si bella ni nak raih simpati lepas kene dgn aziz uh,sedih
"Kesel gue, padahal orang yang hidupnya lebih sengsara dari dia banyak, tapi gaada yang update status wkekwk",sedih
di Korea tuh pd marah kalo liat org lain ga pake masker! Knp..karena kita ga tau klo ad yg lg sakit or ga n bs nularin ke org lain.terus dapetin masker itu gampang karena pake ktp jd uda diatur per hari so ga ada alesan masker ga punya..ibaratnya ke cafe aj lo bs masa ga maskeran,marah
Allah swt tdk mengajarkan umatnya perpihak kpd pemimmpin seiman dan kafir. Justru hrs dimotivasi klu ada yg salah diingatkan bukan teriak disosmed seakan banjir itu krna murka mulutnya yg kasar. Nah ente itu belajar agama drmn aa..,marah
Dohwa Dohwa Juda Dohwa Saemi Monmaap daku terpesona sama dohwa,terkejut
"t-tapiii ntar deketin cewe, rada gugup",takut
WEH BENER GREGET!!! YG CACING GEDE SUMPAH JIJIK BANHET,jijik
Main santuy banget mereka tuh hih kesal,marah
"bangga bgt uwu, karna burung burungan adalah kunci biar gak gabut",senang
Aku yg sayang bgt sama mama murka membaca ini,marah
jangan tertipu oleh muka,jijik
"Dekat ig tengok punya happy dengan partner, tapi dekat twitter acah single. Weh sumpah jijik kau do,murah.",jijik
Keranda Tok Wan Terbang..terkejut aku dohhh..hujung2 citer ada hantu muncul depan camera..puiihhhh,terkejut
"3rd win, and so proud of you guys, i hope its can make many people know and stan you, pokoknyaa tetep semangat, terus berjuang, kalian pasti bisa sukses lebih dari ini dan terus bikin fantasy bangga btw follback yaaa",senang
"Kalau lu salah satu mutual gua atau liat twit ini, gua ga takut sama lu bego, mau lu cewe kalau sikap lu gitu mines tetep gaada pantes2nya. Malu bego maluu",jijik
"beruntung banget. dia mau nerima kekurangan aku yang buanyak bgt, pasrah kl aku marah marah, bucin, perhatian, bisa jadi support system, baik, loyal, mudah bgt bikin aku senyum ato ketawa terus juga apa ya, pokoknya bangga aja sama dia",senang
aku yang tertipu oleh dirimuuuu,jijik
"Manusia produk revolusi mental, manusia gk beradab, setan pun mungkin muak liat kelakuan kalian!!",marah
Ngeri kali abang senior ini. Jgn marahin adek aku ya bang,takut
"Ngeri banget si bang wkwk, minur air putih aja doyong HAHA",senang
Dulu ngeyel Kini rewel Heran saja dengan pembisiknya.,terkejut
"abis nonton cloy, yg lain terpesona sama kapten ri gue sama kakaknya... gagah betul, wibawanya dapet sekali",senang
"Mulut yang mampu berkata-kata pun dah tak tahu nak kata apa. Sakit nya tu tak terkata. Sengsara nya tu tak terkata. Kecewa, sungguh kecewa. Rasa dah nak putus asa dengan semua ini.",jijik
"Rapat bikin sengsara orang jadi bahan umpatan, hasil g ada",sedih
Bgst aing sudah muak ajig nukararitu,marah
ngantuk mulu heran kl pelajaran itu... *yaallah ampunilah dosa kami*,takut
takut ngeliat duren.,takut
"ya Allah astaghfirullah, jumat2 nda boleh hatespeech gitu riaaa wkwkwkwk bukannya nda suka apa gimana, sebenernya gue b aja sama dia (nda suka tapi ya nda benci juga), kadang suka kesel aja sama fans2nya di circle gue utamanya",marah
Biar gua gk jijik sendiri wkwk,jijik
Dengan tulisan anda ini apakah anda merasa puas. Bijak dikit kenapa.,marah
"Pusing sih engga tp takut nya tetep kurang jelas, w minus ga pake silinder tetep jd 2 2 gitu tulisannya",senang
"izinkan saya carut,, BODO TERKEJUT AKU BANGANG BETUL YA ALLAH",terkejut
Ngeri amaat,takut
"Bro, lu cuman masa lalu jesya, please ga usah ganggu sya lagi Dia punya gua skrg, kalau lu baru nyesel skrg, makan tuh penyesalan krn sdah nyia nyiain sya Gua harap stop kirim mfs ga jelas kyk gini, gua juga kasian liat jesya risih seperti itu",senang
Aku kesal dengan doi,marah
Peluk hati kecil yang penuh dendam ini Ajari tuk menghapus sebuah rasa benci Biarkan kasih lembutmu sentuh hatiku Ubah aku jadi buah hati yang dulu,sedih
Padahal menurut gw mbak itu universal loh bs dipake kl ga yakin sm status/usia yg disapa. dibanding tb2 manggil bu taunya yg dipanggil masi muda/blm nikah. Lagian ngapain si tersinggung anjir kl sama ama ART em km sp,marah
Heran... rasanya pemprov DKI Jakarta sudah sangat sangat tanggap dalam merespon wabah bahkan jauh jika dibandingkan pusat terlalu menganggap remeh sejak awal. Tapi masih ada aja celah buat,sedih
"Tangis haru pecah diatas sana, sujud syukur diatas bibir kawah seketika dengan refleknya kami lakukan atas syukur kepada Allah SWT. Sunrise 4 agustus yg sangat indah, bahkan tidak pernah kami bayangkan akan seindah ini.",senang
Off akhirnya komen aargghh karna kesal,marah
"excited dan kadang gugup juga , campur aduk deh semuannya",takut
Jijik! Najis! Ngapa lu,jijik
"Apaan si mba, mba ini kenapa aku jg cewe tp ga tersinggung bahkan ga ngata""in karna tau itutuh jokes",marah
Hidup ni kena kecewa dulu baru gembira. Githewww,sedih
"Ya gitu nder, kalo berbuat baik jgn sampe mengharapkan balasan apalagi sama manusia, ntar kecewa",sedih
"Klo ada yg salah dari omongan beliau boleh d tegur,krna ilmu agama saya masih belum smpai utk mnterjemahkannya saya tdk berani utk menegur...jika bro tersinggung atau mungkin ada msalah dg narasinya boleh bro sndiri yg menegur,dan mungkin bro lebih paham dari saya",senang
aku lagi ngalaminnya saat ini kecewa banget sama org tua,sedih
"Kalau takut dipukul ombak, jangan berumah ditepi pantai.",senang
"Sok paling benar sendiri, benci bgt sama manusia jenis begini",marah
Takut barang tu terselit virus sekali la,takut
"Nah, ini juga senang kayaknya kalau ribut...",senang
"bukan taknak cerita, tapi kalau cerita pun benda sama je so orang pun dah muak dengar so no worries i will take care of myself :"")",senang
"Gegara film ini aku jadi gak benci exo .. lucu pas eunhyuk joget"" sama hyukjae pas masih trainer huhu pengen nonton lagi.. ada yang punya kah??",terkejut
"jangan la pakai gambar oppa hensem.. i dah berangan ""eh oppa mana likes my tweet niii""... I tak kecewa it's you tau.. i terkilan je sebab bukan oppa.",terkejut
"Ngirim lewat DM anjir ngeri bgt kan, udh gue suruh putusin aja. Alhamdulillah temen gue nurut. Karna temen gue udh bener muak. Soal nya si cowok ini tiap berantem pasti jln sama cewek lain. Nah ini udh puncak nya .",takut
"Kalo emang gak pernah ngapain gapapa nderr wajar kok kalo kadang sebulan gak mens, bisa karena hormon stress atau kegemukan dll. Kalo ngerasa insecure banget bisa check ke dokter, kalo malu lewat dokter praktek biasa bisa pakek halodoc.",sedih
"Udah langsung lapor2 kang? Org skrg jarang bawa duit cash banyak, ngeri duit plastiknya aja...",takut
"Gak heran memang makananya aja binatang, kelakuannya persis binatang, semoga terkena penyakit yg menghinakan",terkejut
wow senang sekali anda ngubah jadwal kereta.,senang
ga terlalu. cuma agak risih aja. tapi gapapaaaa mereka lagi cari uang. kalo jualan kaya alat pembesar payudara baru deh sangat terganggu,marah
"argh bahagia gila tiba"" crush call pukul 6 tadi , aww dia ckp sorry sbb dia tertido awal",senang
"Tkut terpesona,, aw",terkejut
"Naik danri dari ITC itu opsi pertama Li, tapi itu 1 jam sekali. Sedangkan gua udah 18.00 berangkatnya, jadi damri selanjutnya 19.00. Naik taksi gua ngeri macet di jalan ngebayangin pasti lagi padat banget. Kereta bandara itu on time, cuma jalan ke stasiunnya yang ass hole.",takut
"serba mentok pengen pencitraan rakyat udah muak pengen ngibul, bingung udah kebanyakan ngibul peken pamer2, gk ada yg bisa dipamerin para buzzer dan penjilat laknat sudah keabisan bahan yo wes pasrah ngomong keq gitu bae",marah
Sedarlah lid org benci tengok muka kau tu,marah
Kadang jijik kadang seneng eohhh,jijik
Sekitaran bikin muak saja,jijik
iyla bpmu adala suamiq HAHAHAH,senang
Congrats. Sebenarnya semalam aku terkejut kau tido lewat,terkejut
"Biasa nya sih ga sampai jam segini, makanya ini terheran heran wkwk",terkejut
Dah penat jadi pandai latu,jijik
"mingkem nih manusia klu yg radikal non muslim,klu di serang balik pasti mulut baunya akan menghujat org2 islam...ada apa dgn islam sehingga si mahfud benci bgt,hanya karna duit?",marah
"sama cuy wkwkwkw, nnti diblg apaansi najis jijik bgt",jijik
Kok urang tersinggung yah,marah
Terpesona Aura Magis Hutan De Djawatan,terkejut
Kalo dipikir pikir masih terpesona banget sama outfitnya iu di hotel deluna,terkejut
"jago buat kata kata menel, biar kamu terpesona~ WKWKWKWKWK aduh jd geli sendiri",terkejut
Gue masih ga lupa muka anak2 sma gue dan kenyamanan gue disana wkwk senang banget alam bawah sadar ku masih ingat.,senang
"Kalian risih ga sih, chtingan sama org yang typo mulu?",jijik
"// pernah bgt, ditinggal 6 bulan gaada kabar... Tp syukur dia gpp XD adenya ngabarin.",sedih
Gw keplak palanya...jan salahkan kalo jiwa emak2 gw bangkit wkwkwkk dan satu lagi gw tyda ada masalah kalo ada mutual2 gw yg benci wlm....itu hak org masing2...selama ga kelewat batas yah gapapa hahhaah...yowes udh waktunya tidur...goodnight,sedih
"Aku kaget, dan hampir nangis karena sedih. Tiba saja bayanganku aku akan dipisahkan dari keluarga sementara",sedih
"Iyah nih kesal Padahal kan drimketcer lagu buat bobo, kenapa yang bikin ngantuknya from me tu yu?",marah
nonton kak nnti otomatis mrasa kesal aww,marah
selama jungkir balik di dunia kpop. baru kali ini gue terpesona liat cewek korea.,terkejut
Orang cuti berat makin naik but not me hahahaha doc also terkejut cause berat turun,terkejut
aku jijik,jijik
"Abis gue tutup teleponnya, doi nanya: siapa? Pacar lo ya? Gue: bbbukan kok bukan! Doi: gugup bgt sih. Yaudah w pamit. Trus doi pulang. Udah deh w ambyar. Kata adek w sih gue nangis terus2an.",takut
Haihlaaaa penat aku mcm ni,jijik
Semoga yang berjualan dan para pembeli di berikan murka oleh sang pencipta . Amin,senang
aku mmg plan nak drive tp takut kakak aku nk ikut gi kl. so tgh dilemma nak naik bas ke nk drive hahaha aku stay kmns. dia ada bukak utk alumni,takut
Dinda Marahlah jika kau ingin marah Tapi jangan sekali kali kau berbohong Karena kebohongan akan mengundang kelicikan Dan menumbuhkan rasa takut dalam dirimu Dinda Tak perlu kau tersenyum Karena senyummu akan mematahkan hati Dan menyakiti jutaan pria Jaga hatimu DINDA,takut
Tanpa sadar kisah ini telah lama berakhir. Aktingnya bagus. Aku tertipu.,terkejut
"Masih untung dosen doang, aku murka sama kampusnya",marah
"Benci bat kalo udh gajian, orang2 nanyanya gak manusiawi. Org masih pules masih aja di spamming.",marah
Goodluck sidang hari ini Jangan lupa berdoa dan jangan dibawa gugup!! Semangat^^,senang
Mana mukany ba*i kali... Kok jijik ya lihatny..,jijik
semenjak kuarantin ni terkejut tengok selepar dah berubah terpaksa pakai jer lah dah segaut nak berbeli barang,terkejut
"Sekarang apa2 mahal apalagi Omnimbus law mau disahkan yg ruga adalah Pekerja yg gajinya Pas2an ini akan.membuat Rakyat sengsara , Mana Janjinya tiga Kartu saktinya hanya OMDO , hati2 nanti puluhan juta Rakyat Menuntut di Akherat kalau janji tidak dipenuhi.",marah
Wkwkwk mun kajadian jiga di film na pisan ngeri oge,takut
Ngomong dong kalo tersinggung. Tetiba ngetwit gini kan aku jd semakin ingin menghujat,marah
Bangga lu tadz,senang
sape cakap kv tu jijik meh aku bantai dia,marah
Muak juga sih,jijik
risih. kunci aja wa lo kalo ditanya kenapa bilang aja 'gue juga punya privasi mon maap',jijik
Sorry kalau mcm aku je yg over pasal benda ni. Tapi den terkejut yoo bila dia cakap mcm tu. Sekian luahan hati dipagi hari,terkejut
dah boleh cari dan makan puas-puas ni,senang
"Dengan segera Naya mengendalikan dirinya, ""ih apaan sih kak naya gak salting tauuuu"" rengeknya menutupi rasa gugup yang melanda akibat perlakuan sang wira di depannya.",takut
Kel halu dgn tngkat narcistik % Kesalahan ms lalu ga bole di proses Demi kehormatan Bngsa Perfect image hrs ttp trjaga Wajib di hrgai &amp; di hormati Untouchable Rkyat akan kecewa klo pujaannya di tuduh mcm2 Dst-nya Maennn sandiwaraa ajah tross ye!,jijik
jijik gausah sok deket sm Shaheer! Jadi cewek kok GENIT banget sih! MURAHAN ayutingtingnew,jijik
kamu tu kenapa sih suka bikin aku kesal tapi bisa bikin aku senang lagi dengan cepat ha aku bingung deh,marah
"Alhamdulillah getting better dah, tak ada demam lagi Dah 2 hari Netflix &amp; chill, penat baring je hahaha",jijik
Terima kasih ya allah kerana rezekikkan daku dgn anak2 solehah permudahkanlah segala urusan anak2 nih dan makbulkan segala doa doa mereka dan bantulah mereka dlm mghadapi segala urusan dgn tenang dan sabar. Limpahkanlah hidayahmu kasih sygmu kpd mereka ya allah. Syukur,senang
"Tadi aku main cuit cuit tek bapak aku sekali dia terkejut, tangan dia terkaut bibir aku. Bengkak boleh bibir nya. Hahahahaha my bad.",sedih
